candidate_id,species,chromosome,start,end,shin_label,fuzzy_score,balanced_prediction,moderate_prediction,strict_prediction,rank_fuzzy,hunter_weighted_hit_fraction,rank_hunter_weighted,rank_shift_vs_hunter_weighted,hunter_max_overlap_pct,rank_hunter_overlap,rank_shift_vs_hunter_overlap,hunter_max_raw_score,tss_distance_bp,grid_hit_m2_l6_t30,grid_overlap_pct_m2_l6_t30,grid_hit_m2_l10_t60,grid_overlap_pct_m2_l10_t60,component_signal,component_context,component_evidence,component_bias,component_feasibility,top_rules
SHIN_REAL_POSITIVE_ZFS_289,Homo_sapiens_shin2016,chr10,95452222,95452605,positive,19.3939,1,0,0,252,0.394489,343,91,1.8229,332,80,83.3333,0,1,1.8229,0,0.0000,38.1603,90.7109,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.846
SHIN_REAL_POSITIVE_ZFS_29,Homo_sapiens_shin2016,chr1,243093255,243093301,positive,58.8833,1,1,1,152,1.000000,130,-22,23.3503,16,-136,63.3333,1149,1,23.3503,1,23.3503,81.5823,73.6408,72.1517,58.4395,93.6825,AF4:0.735;AF9:0.037
SHIN_REAL_POSITIVE_ZFS_290,Homo_sapiens_shin2016,chr6,26629272,26629655,positive,19.1649,1,1,1,273,0.394489,344,71,1.5625,369,96,90.0000,16896,1,1.5625,0,0.0000,38.5062,48.1238,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.821
SHIN_REAL_POSITIVE_ZFS_291,Homo_sapiens_shin2016,chr22,48741522,48741539,positive,62.0025,1,1,1,140,1.000000,131,-9,2.6042,211,71,77.2727,1357,1,2.6042,1,2.6042,81.6923,45.5132,72.1517,50.3617,94.5155,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_292,Homo_sapiens_shin2016,chr12,47740605,47740616,positive,62.4577,1,1,1,99,1.000000,132,33,2.8646,185,86,67.5000,5231,1,2.8646,1,2.8646,81.6337,57.3926,72.1517,50.4568,94.505,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_293,Homo_sapiens_shin2016,chr1,59023394,59023402,positive,18.7805,0,0,0,318,0.394489,345,27,2.3438,250,-68,43.7500,807,1,2.3438,0,0.0000,36.4466,78.8621,51.7695,73.9655,92.0795,AF9:1.000;AF12:0.968
SHIN_REAL_POSITIVE_ZFS_294,Homo_sapiens_shin2016,chr12,119215085,119215095,positive,20.9022,1,1,1,208,0.394489,346,138,2.6042,212,4,50.0000,9451,1,2.6042,0,0.0000,37.4523,40.4095,51.7695,68.8813,92.6045,AF9:0.907;AF12:0.896
SHIN_REAL_POSITIVE_ZFS_295,Homo_sapiens_shin2016,chr12,47544290,47544364,positive,58.6282,1,1,1,156,1.000000,133,-23,19.2708,31,-125,60.6164,1584,1,19.2708,1,19.2708,81.8568,71.8262,72.1517,58.689,93.6545,AF4:0.716;AF9:0.057
SHIN_REAL_POSITIVE_ZFS_296,Homo_sapiens_shin2016,chr2,112634620,112634855,positive,63.6125,1,1,1,5,1.000000,134,129,14.8438,69,64,70.5357,22187,1,14.8438,1,14.8438,82.4079,40.8899,72.1517,46.988,94.862,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_297,Homo_sapiens_shin2016,chr12,102883802,102883834,positive,62.1666,1,1,1,130,1.000000,135,5,4.9479,166,36,91.6667,8751,1,4.9479,1,4.9479,81.9755,40.9657,72.1517,50.1241,94.54,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_298,Homo_sapiens_shin2016,chr10,3817568,3817951,positive,19.7399,1,1,1,225,0.394489,347,122,1.8229,333,108,100.0000,113,1,1.8229,0,0.0000,39.0252,90.7109,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.784
SHIN_REAL_POSITIVE_ZFS_299,Homo_sapiens_shin2016,chr1,148124267,148124275,positive,19.3386,1,1,1,255,0.394489,348,93,1.8229,334,79,83.3333,551,1,1.8229,0,0.0000,38.1603,68.4867,51.7695,74.0487,92.0725,AF9:1.000;AF12:0.846
SHIN_REAL_POSITIVE_ZFS_3,Homo_sapiens_shin2016,chr6,166342206,166342331,positive,62.9165,1,1,1,59,1.000000,136,77,18.7500,34,-25,66.0714,159022,1,18.7500,1,3.9062,82.4079,40.8899,72.1517,48.6868,94.687,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_30,Homo_sapiens_shin2016,chr6,27373601,27373611,positive,61.7004,1,1,1,143,1.000000,137,-6,2.6042,213,70,72.2222,50114,1,2.6042,1,2.6042,81.6238,13.63,72.1517,50.4686,94.505,AF4:0.846;AF6:0.136
SHIN_REAL_POSITIVE_ZFS_300,Homo_sapiens_shin2016,chr4,141294897,141294970,positive,62.5232,1,1,1,91,1.000000,138,47,6.2500,158,67,78.2609,102920,1,6.2500,1,6.2500,82.2413,40.8899,72.1517,49.4945,94.603,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_301,Homo_sapiens_shin2016,chr17,35390532,35390540,positive,19.1705,1,1,1,272,0.394489,349,77,2.0833,286,14,64.2857,46,1,2.0833,0,0.0000,37.1718,90.7109,51.7695,73.9655,92.0795,AF9:1.000;AF12:0.916
SHIN_REAL_POSITIVE_ZFS_302,Homo_sapiens_shin2016,chrX,136788004,136788067,positive,62.4234,1,1,1,101,1.000000,139,38,14.3229,77,-24,67.5926,311992,1,14.3229,1,14.3229,82.1433,40.8899,72.1517,49.649,94.589,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_303,Homo_sapiens_shin2016,chr12,45051891,45051904,positive,62.6535,1,1,1,82,1.000000,140,58,3.3854,173,91,72.9167,910,1,3.3854,1,3.3854,81.6534,77.5526,72.1517,50.4211,94.5085,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_304,Homo_sapiens_shin2016,chr4,103642426,103642480,positive,63.0621,1,1,1,41,1.000000,141,100,14.0625,79,38,66.0377,908,1,14.0625,1,14.0625,82.055,77.578,72.1517,49.7915,94.575,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_305,Homo_sapiens_shin2016,chr7,138238973,138239070,positive,21.8146,1,1,1,202,0.394489,350,148,22.9167,18,-184,58.3333,16040,1,22.9167,0,0.0000,38.2364,48.804,51.7695,67.5389,92.7445,AF9:0.795;AF12:0.795
SHIN_REAL_POSITIVE_ZFS_306,Homo_sapiens_shin2016,chr14,54103024,54103075,positive,62.9916,1,1,1,52,1.000000,142,90,10.4167,125,73,70.5128,1312,1,10.4167,1,10.4167,82.0255,72.9609,72.1517,49.839,94.568,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_307,Homo_sapiens_shin2016,chr20,26136786,26136794,positive,19.3009,1,1,1,262,0.394489,351,89,1.8391,296,34,85.7143,94109,1,1.8391,0,0.0000,38.2838,40.8899,51.7695,73.6804,92.111,AF9:1.000;AF12:0.837
SHIN_REAL_POSITIVE_ZFS_308,Homo_sapiens_shin2016,chr1,204852262,204852645,positive,19.5321,1,1,0,237,0.394489,352,115,1.5625,370,133,90.0000,0,1,1.5625,0,0.0000,38.5062,90.7109,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.821
SHIN_REAL_POSITIVE_ZFS_309,Homo_sapiens_shin2016,chr1,145022684,145022702,positive,46.8268,1,1,1,188,1.000000,143,-45,2.6042,214,26,63.8889,88051,1,2.6042,1,2.6042,80.7162,40.8899,72.1517,73.2171,92.1565,AF6:0.154;AF9:0.154
SHIN_REAL_POSITIVE_ZFS_31,Homo_sapiens_shin2016,chr2,58508193,58508227,positive,62.0143,1,1,1,139,1.000000,144,5,8.8542,135,-4,74.2424,186175,1,8.8542,1,8.8542,81.8589,27.2599,72.1517,50.1004,94.54,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_310,Homo_sapiens_shin2016,chr5,149935464,149935521,positive,63.2038,1,1,1,21,1.000000,145,124,40.9524,7,-14,70.4545,25314,1,40.9524,1,40.9524,82.0846,27.2599,72.1517,47.4038,94.82,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_311,Homo_sapiens_shin2016,chr21,43670781,43670953,positive,-1.0000,0,0,0,384,0.000000,384,0,0.0000,384,0,0.0000,483,0,0.0000,0,0.0000,0.3633,82.9812,3.6765,71.5895,92.0375,
SHIN_REAL_POSITIVE_ZFS_312,Homo_sapiens_shin2016,chr14,73292566,73292612,positive,62.8424,1,1,1,61,1.000000,146,85,11.9792,107,46,66.6667,4142,1,11.9792,1,11.9792,81.9767,61.1554,72.1517,49.9103,94.561,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_313,Homo_sapiens_shin2016,chr16,79395462,79395538,positive,63.3972,1,1,1,13,1.000000,147,134,8.5938,141,128,68.7500,138,1,8.5938,1,8.5938,82.2709,90.7109,72.1517,49.447,94.61,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_314,Homo_sapiens_shin2016,chr3,151803838,151803848,positive,19.0657,0,0,0,293,0.394489,353,60,2.6042,215,-78,50.0000,25,1,2.6042,0,0.0000,36.8607,77.0809,51.7695,73.6329,92.1145,AF9:1.000;AF12:0.939
SHIN_REAL_POSITIVE_ZFS_315,Homo_sapiens_shin2016,chr1,224965546,224965572,positive,20.9464,1,1,1,207,0.394489,354,147,6.7708,153,-54,50.0000,26261,1,6.7708,0,0.0000,37.609,27.2599,51.7695,68.6318,92.629,AF9:0.886;AF12:0.885
SHIN_REAL_POSITIVE_ZFS_32,Homo_sapiens_shin2016,chr11,64619995,64620378,positive,-1.0000,0,0,0,385,0.000000,385,0,0.0000,385,0,0.0000,0,0,0.0000,0,0.0000,0.3633,90.7109,3.6765,71.5895,92.0375,
SHIN_REAL_POSITIVE_ZFS_33,Homo_sapiens_shin2016,chr6,167288707,167288906,positive,63.9620,1,1,1,2,1.000000,148,146,16.4062,48,46,62.9032,1161,1,16.4062,1,16.4062,82.4079,59.9608,72.1517,47.5464,94.806,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_34,Homo_sapiens_shin2016,chr3,185986331,185986376,positive,57.3899,1,1,1,185,1.000000,149,-36,11.7188,111,-74,64.7727,26249,1,11.7188,1,11.7188,81.5724,40.8899,72.1517,59.1285,93.609,AF4:0.682;AF6:0.154;AF9:0.094
SHIN_REAL_POSITIVE_ZFS_35,Homo_sapiens_shin2016,chr1,93317133,93317150,positive,19.2692,1,1,1,263,0.394489,355,92,2.3438,251,-12,62.5000,281,1,2.3438,0,0.0000,37.0791,85.5493,51.7695,73.526,92.125,AF9:1.000;AF12:0.923
SHIN_REAL_POSITIVE_ZFS_36,Homo_sapiens_shin2016,chr6,26379226,26379234,positive,19.2658,1,1,1,264,0.394489,356,92,2.0833,287,23,71.4286,1889,1,2.0833,0,0.0000,37.5425,70.5539,51.7695,73.6686,92.111,AF9:1.000;AF12:0.890
SHIN_REAL_POSITIVE_ZFS_37,Homo_sapiens_shin2016,chr6,3963624,3963636,positive,44.0068,1,1,1,198,1.000000,150,-48,3.1250,178,-20,68.1818,2932,1,3.1250,1,3.1250,81.0519,52.573,72.1517,73.0033,92.1775,AF9:0.154
SHIN_REAL_POSITIVE_ZFS_38,Homo_sapiens_shin2016,chr18,66023826,66023835,positive,19.6526,1,1,1,228,0.394489,357,129,2.3438,252,24,81.2500,107,1,2.3438,0,0.0000,38.0522,90.7109,51.7695,73.6448,92.1145,AF9:1.000;AF12:0.853
SHIN_REAL_POSITIVE_ZFS_39,Homo_sapiens_shin2016,chr11,67528069,67528127,positive,63.2142,1,1,1,19,1.000000,151,132,12.7604,101,82,67.7083,42,1,12.7604,1,12.7604,82.0945,90.7109,72.1517,49.7321,94.5785,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_4,Homo_sapiens_shin2016,chr7,44802969,44802979,positive,62.5015,1,1,1,93,1.000000,152,59,2.6042,216,123,72.2222,164,1,2.6042,1,2.6042,81.6238,63.451,72.1517,50.4686,94.505,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_40,Homo_sapiens_shin2016,chr1,145479252,145479330,positive,63.2356,1,1,1,17,1.000000,153,136,11.4583,114,97,77.7778,476,1,11.4583,1,2.6042,82.2901,69.4402,72.1517,49.4114,94.6135,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_41,Homo_sapiens_shin2016,chrX,128805680,128805736,positive,63.1824,1,1,1,23,1.000000,154,131,13.8958,82,59,69.5455,126,1,13.8958,1,13.8958,82.0748,90.7109,72.1517,49.7915,94.5715,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_42,Homo_sapiens_shin2016,chr14,34901717,34901879,positive,63.1502,1,1,1,29,1.000000,155,126,11.7188,112,83,68.1818,41824,1,11.7188,1,11.7188,82.4079,40.8899,72.1517,48.1166,94.7465,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_43,Homo_sapiens_shin2016,chr10,23785770,23785830,positive,62.3330,1,1,1,107,1.000000,156,49,15.6250,58,-49,66.1017,17566,1,15.6250,1,15.6250,82.1137,33.9614,72.1517,49.6965,94.582,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_44,Homo_sapiens_shin2016,chr12,131915398,131915407,positive,19.6526,1,1,1,229,0.394489,358,129,2.3438,253,24,81.2500,37,1,2.3438,0,0.0000,38.0522,90.7109,51.7695,73.6448,92.1145,AF9:1.000;AF12:0.853
SHIN_REAL_POSITIVE_ZFS_45,Homo_sapiens_shin2016,chr1,229828873,229828930,positive,63.1642,1,1,1,26,1.000000,157,131,8.5938,142,116,75.0000,254,1,8.5938,1,8.5938,82.0846,85.8925,72.1517,49.744,94.5785,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_46,Homo_sapiens_shin2016,chr12,54510684,54510740,positive,63.0798,1,1,1,38,1.000000,158,120,7.2917,151,113,79.6296,165,1,7.2917,1,7.2917,82.0748,77.0809,72.1517,49.7559,94.5785,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_47,Homo_sapiens_shin2016,chr2,8378638,8378691,positive,62.2058,1,1,1,122,1.000000,159,37,13.8021,85,-37,72.1154,357735,1,13.8021,1,13.8021,82.0452,27.2599,72.1517,49.8034,94.5715,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_48,Homo_sapiens_shin2016,chr6,12395800,12395869,positive,63.1464,1,1,1,30,1.000000,160,130,10.9375,122,92,97.2222,2730,1,10.9375,1,4.9479,82.2638,67.0456,72.1517,49.5539,94.596,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_49,Homo_sapiens_shin2016,chr7,73226331,73226364,positive,62.6893,1,1,1,80,1.000000,161,81,8.5938,143,63,84.3750,261,1,8.5938,1,8.5938,81.849,58.5436,72.1517,50.1123,94.54,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_5,Homo_sapiens_shin2016,chr19,63722914,63723297,positive,19.5321,1,1,1,238,0.394489,359,121,1.5625,371,133,90.0000,181,1,1.5625,0,0.0000,38.5062,90.7109,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.821
SHIN_REAL_POSITIVE_ZFS_50,Homo_sapiens_shin2016,chr16,86451897,86451926,positive,62.6168,1,1,1,86,1.000000,162,76,4.4271,168,82,72.7273,8689,1,4.4271,1,3.1250,81.8101,54.6449,72.1517,50.1717,94.533,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_51,Homo_sapiens_shin2016,chr1,118429480,118429542,positive,57.6494,1,1,1,175,1.000000,163,-12,16.1458,53,-122,63.5246,99815,1,16.1458,1,16.1458,81.739,27.2599,72.1517,58.8672,93.637,AF4:0.703;AF6:0.154;AF9:0.072
SHIN_REAL_POSITIVE_ZFS_52,Homo_sapiens_shin2016,chr17,27693142,27693525,positive,19.0493,0,0,0,296,0.394489,360,64,1.8229,335,39,66.6667,0,1,1.8229,0,0.0000,37.2954,90.7109,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.907
SHIN_REAL_POSITIVE_ZFS_53,Homo_sapiens_shin2016,chr5,4874045,4874053,positive,18.4269,0,0,0,342,0.394489,361,19,2.3438,254,-88,43.7500,319390,1,2.3438,0,0.0000,36.417,40.8899,51.7695,74.0012,92.076,AF9:1.000;AF12:0.970
SHIN_REAL_POSITIVE_ZFS_54,Homo_sapiens_shin2016,chr10,42597977,42597991,positive,62.7329,1,1,1,76,1.000000,164,88,2.0833,288,212,85.7143,274,1,2.0833,1,1.8229,81.6666,85.6383,72.1517,50.4092,94.5085,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_55,Homo_sapiens_shin2016,chrX,73564140,73564220,positive,62.6098,1,1,1,87,1.000000,165,78,15.1042,67,-20,65.3509,6330,1,15.1042,1,15.1042,82.3098,42.8894,72.1517,49.3876,94.6135,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_56,Homo_sapiens_shin2016,chr9,97311540,97311600,positive,63.0575,1,1,1,43,1.000000,166,123,8.8542,136,93,74.2424,2020,1,8.8542,1,8.8542,82.1137,70.0074,72.1517,49.6965,94.582,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_57,Homo_sapiens_shin2016,chr20,26137405,26137413,positive,19.1577,1,1,1,274,0.394489,362,88,2.0833,289,15,78.5714,94728,1,2.0833,0,0.0000,37.9132,40.8899,51.7695,73.6686,92.111,AF9:1.000;AF12:0.863
SHIN_REAL_POSITIVE_ZFS_58,Homo_sapiens_shin2016,chr9,101623602,101623655,positive,63.1197,1,1,1,32,1.000000,167,135,6.5104,155,123,89.5833,303,1,6.5104,1,6.5104,82.0452,85.2696,72.1517,49.8034,94.5715,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_59,Homo_sapiens_shin2016,chr14,99374917,99374961,positive,62.4623,1,1,1,98,1.000000,168,70,28.7582,12,-86,76.1628,45419,1,28.7582,1,28.7582,81.957,13.63,72.1517,48.9125,94.6625,AF4:0.846;AF6:0.136
SHIN_REAL_POSITIVE_ZFS_6,Homo_sapiens_shin2016,chr8,71221726,71221780,positive,62.3321,1,1,1,108,1.000000,169,61,9.6354,132,24,73.6111,75610,1,9.6354,1,9.6354,82.055,40.8899,72.1517,49.7915,94.575,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_60,Homo_sapiens_shin2016,chr12,12769393,12769444,positive,62.8396,1,1,1,62,1.000000,170,108,11.1979,118,56,63.6905,7817,1,11.1979,1,11.1979,82.0255,55.3378,72.1517,49.839,94.568,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_61,Homo_sapiens_shin2016,chr6,21701494,21701548,positive,62.9999,1,1,1,50,1.000000,171,121,11.9792,108,58,66.1111,403,1,11.9792,1,11.9792,82.055,70.3683,72.1517,49.7915,94.575,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_62,Homo_sapiens_shin2016,chr2,233095559,233095942,positive,19.1729,1,1,1,271,0.394489,363,92,1.8229,336,65,83.3333,3200,1,1.8229,0,0.0000,38.1603,65.085,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.846
SHIN_REAL_POSITIVE_ZFS_63,Homo_sapiens_shin2016,chr21,25901511,25901527,positive,19.9370,1,1,1,212,0.394489,364,152,2.0833,290,78,92.8571,145,1,2.0833,0,0.0000,38.6545,90.7109,51.7695,73.5379,92.125,AF9:1.000;AF12:0.810
SHIN_REAL_POSITIVE_ZFS_64,Homo_sapiens_shin2016,chr6,26646099,26646140,positive,62.9861,1,1,1,53,1.000000,172,119,3.6458,171,118,71.1538,411,1,3.6458,1,3.6458,81.9274,83.8966,72.1517,49.9935,94.554,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_65,Homo_sapiens_shin2016,chr19,16867577,16867646,positive,63.1710,1,1,1,24,1.000000,173,149,21.0345,22,-2,72.5000,6751,1,21.0345,1,21.0345,82.2019,56.1848,72.1517,49.2094,94.6345,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_66,Homo_sapiens_shin2016,chr8,24870494,24870549,positive,63.0710,1,1,1,40,1.000000,174,134,11.4583,115,75,67.4419,0,1,11.4583,1,11.4583,82.0649,77.0809,72.1517,49.7678,94.575,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_67,Homo_sapiens_shin2016,chr18,143225,143278,positive,21.2157,1,1,1,205,0.394489,365,160,13.8021,86,-119,50.0000,44160,1,13.8021,0,0.0000,37.8736,27.2599,51.7695,68.216,92.6745,AF9:0.851;AF12:0.851
SHIN_REAL_POSITIVE_ZFS_68,Homo_sapiens_shin2016,chr7,36684565,36684631,positive,57.6501,1,1,1,174,1.000000,175,1,17.1875,43,-131,60.7692,45964,1,17.1875,1,17.1875,81.7784,13.63,72.1517,58.8078,93.644,AF4:0.707;AF6:0.136;AF9:0.067
SHIN_REAL_POSITIVE_ZFS_69,Homo_sapiens_shin2016,chr20,41519867,41519881,positive,63.3074,1,1,1,16,1.000000,176,160,14.0000,81,65,100.0000,51,1,14.0000,1,14.0000,82.4079,90.7109,72.1517,49.7915,94.575,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_7,Homo_sapiens_shin2016,chr6,22396996,22397110,positive,59.8805,1,1,1,145,1.000000,177,32,46.9136,3,-142,63.4956,8599,1,46.9136,1,46.9136,82.0135,54.7164,72.1517,57.0378,93.826,AF4:0.843
SHIN_REAL_POSITIVE_ZFS_70,Homo_sapiens_shin2016,chr21,43664595,43664603,positive,18.8722,0,0,0,308,0.394489,366,58,2.0833,291,-17,64.2857,6833,1,2.0833,0,0.0000,37.1718,56.1197,51.7695,73.9655,92.0795,AF9:1.000;AF12:0.916
SHIN_REAL_POSITIVE_ZFS_71,Homo_sapiens_shin2016,chr2,40202661,40202723,positive,57.6494,1,1,1,176,1.000000,178,2,16.1458,54,-122,64.3443,308225,1,16.1458,1,16.1458,81.739,27.2599,72.1517,58.8672,93.637,AF4:0.703;AF6:0.154;AF9:0.072
SHIN_REAL_POSITIVE_ZFS_72,Homo_sapiens_shin2016,chr15,64781146,64781206,positive,63.1694,1,1,1,25,1.000000,179,154,5.4688,163,138,81.2500,482,1,5.4688,1,4.4271,82.1137,82.9939,72.1517,49.6965,94.582,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_73,Homo_sapiens_shin2016,chr6,50902020,50902062,positive,62.2231,1,1,1,120,1.000000,180,60,8.8542,137,17,80.3030,7622,1,8.8542,1,8.8542,81.9372,41.8628,72.1517,49.9697,94.554,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_74,Homo_sapiens_shin2016,chr1,23758381,23758393,positive,62.7794,1,1,1,71,1.000000,181,110,3.1250,179,108,86.3636,177,1,3.1250,1,3.1250,81.7003,90.7109,72.1517,50.433,94.505,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_75,Homo_sapiens_shin2016,chr1,203357870,203357878,positive,19.5134,1,1,1,240,0.394489,367,127,2.0833,292,52,75.0000,104,1,2.0833,0,0.0000,37.7278,90.7109,51.7695,73.6686,92.111,AF9:1.000;AF12:0.877
SHIN_REAL_POSITIVE_ZFS_76,Homo_sapiens_shin2016,chr2,226193209,226193350,positive,63.0186,1,1,1,47,1.000000,182,135,34.3750,8,-39,66.2214,219601,1,34.3750,1,34.3750,82.4079,40.8899,72.1517,48.4373,94.7115,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_77,Homo_sapiens_shin2016,chr20,25571060,25571114,positive,62.2663,1,1,1,115,1.000000,183,68,14.0625,80,-35,65.0943,18439,1,14.0625,1,14.0625,82.055,33.2678,72.1517,49.7915,94.575,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_78,Homo_sapiens_shin2016,chrX,50231187,50231240,positive,62.9575,1,1,1,55,1.000000,184,129,8.3333,144,89,77.4193,710,1,8.3333,1,8.3333,82.0452,66.4653,72.1517,49.8034,94.5715,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_79,Homo_sapiens_shin2016,chr1,86943103,86943486,positive,19.1181,0,0,0,284,0.394489,368,84,1.5625,372,88,70.0000,250,1,1.5625,0,0.0000,37.4683,90.7109,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.895
SHIN_REAL_POSITIVE_ZFS_8,Homo_sapiens_shin2016,chr12,16937632,16937669,positive,61.9696,1,1,1,141,1.000000,185,44,7.5521,148,7,80.3571,285341,1,7.5521,1,7.5521,81.8885,13.63,72.1517,50.0529,94.547,AF4:0.846;AF6:0.136
SHIN_REAL_POSITIVE_ZFS_80,Homo_sapiens_shin2016,chr6,35335204,35335212,positive,19.8394,1,1,1,215,0.394489,369,154,2.0833,293,78,92.8571,276,1,2.0833,0,0.0000,38.6545,85.6129,51.7695,73.6686,92.111,AF9:1.000;AF12:0.810
SHIN_REAL_POSITIVE_ZFS_81,Homo_sapiens_shin2016,chr1,178118304,178118330,positive,19.4396,1,1,1,246,0.394489,370,124,2.6042,217,-29,52.7778,504,1,2.6042,0,0.0000,37.4118,69.0842,51.7695,73.0865,92.1705,AF9:1.000;AF12:0.899
SHIN_REAL_POSITIVE_ZFS_82,Homo_sapiens_shin2016,chr12,123529845,123530071,positive,63.5542,1,1,1,8,1.000000,186,178,12.5000,104,96,63.8298,56031,1,12.5000,1,12.5000,82.4079,40.8899,72.1517,47.1306,94.848,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_83,Homo_sapiens_shin2016,chr6,26139985,26140368,positive,19.3979,1,1,1,249,0.394489,371,122,1.5625,373,124,100.0000,13223,1,1.5625,0,0.0000,39.0252,51.0423,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.784
SHIN_REAL_POSITIVE_ZFS_84,Homo_sapiens_shin2016,chr2,9523795,9524022,positive,63.5687,1,1,1,7,1.000000,187,180,16.6667,45,38,67.4603,8120,1,16.6667,1,16.6667,82.4079,41.4671,72.1517,47.1068,94.848,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_85,Homo_sapiens_shin2016,chr7,70828170,70828238,positive,62.4756,1,1,1,97,1.000000,188,91,15.6250,59,-38,66.5254,687056,1,15.6250,1,15.6250,82.192,40.8899,72.1517,49.5658,94.596,AF4:0.846;AF6:0.154
SHIN_REAL_POSITIVE_ZFS_86,Homo_sapiens_shin2016,chr17,46585708,46585718,positive,62.6190,1,1,1,85,1.000000,189,104,2.6042,218,133,72.2222,201,1,2.6042,1,2.6042,81.6238,77.0809,72.1517,50.4686,94.505,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_87,Homo_sapiens_shin2016,chr6,20970713,20970770,positive,57.5311,1,1,1,180,1.000000,190,10,14.8438,70,-110,62.0536,316162,1,14.8438,1,14.8438,81.6902,27.2599,72.1517,58.9503,93.63,AF4:0.696;AF6:0.154;AF9:0.079
SHIN_REAL_POSITIVE_ZFS_89,Homo_sapiens_shin2016,chr11,77468423,77468431,positive,18.9498,0,0,0,306,0.394489,372,66,2.0833,294,-12,53.5714,148,1,2.0833,0,0.0000,36.6158,90.7109,51.7695,73.9655,92.0795,AF9:1.000;AF12:0.956
SHIN_REAL_POSITIVE_ZFS_9,Homo_sapiens_shin2016,chr6,26264443,26264826,positive,19.3248,1,0,0,260,0.394489,373,113,1.5625,374,114,80.0000,0,1,1.5625,0,0.0000,37.9873,90.7109,51.7695,74.3813,92.0375,AF9:1.000;AF12:0.858
SHIN_REAL_POSITIVE_ZFS_90,Homo_sapiens_shin2016,chr16,88083095,88083154,positive,64.0682,1,1,1,1,1.000000,191,190,46.6667,4,3,69.2708,1285,1,46.6667,1,46.6667,82.1038,73.0735,72.1517,47.285,94.8305,AF4:0.846
SHIN_REAL_POSITIVE_ZFS_91,Homo_sapiens_shin2016,chr1,85563435,85563486,positive,62.3013,1,1,1,112,1.000000,192,80,13.2812,93,-19,70.5000,47264,1,13.2812,1,13.2812,82.0255,40.8899,72.1517,49.839,94.568,AF4:0.846;AF6:0.154
